AÑO	 CIIU	Descripción	Personas trabajadoras con cobertura (promedio)	Total de casos notificados	Casos con días de baja y secuelas incapacitantes	Personas trabajadoras fallecidas	Índice de incidencia [1]	Índice de incidencia de casos mortales [2]
2015	361	Fabricación de objetos de barro, loza y porcelana	4.650	760	690	0	148,4	0
2015	362	Fabricación de vidrio y productos de vidrio	7.064	1.099	1.031	1	146	141,6
2015	369	Fabricación de otros productos minerales no metálicos	32.472	4.577	4.268	7	131,4	215,6
2015	371	Industrias básicas de hierro y acero	28.944	3.031	2.504	3	86,5	103,6
2015	372	Industrias básicas de metales no férreos	9.443	1.171	1.062	1	112,5	105,9
2015	381	Fabricación de productos metálicos exceptuando maquinaria y equipo	104.011	14.778	13.713	11	131,8	105,8
2015	382	Construcción de maquinaria exceptuando la eléctrica	58.569	7.345	6.717	4	114,7	68,3
2015	383	Construcción de maquinaria, aparatos, accesorios y suministros eléctricos	53.441	5.153	4.653	5	87,1	93,6
2015	384	Construcción de material de transporte	100.065	12.459	10.941	4	109,3	40
2015	385	Fabricación de equipo profesional y científico, instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica	8.787	616	564	1	64,2	113,8
2015	390	Otras industrias manufactureras	18.829	1.887	1.762	1	93,6	53,1
2015	410	Electricidad, gas y vapor	63.259	3.616	3.415	11	54	173,9
2015	420	Obras hidráulicas y suministro de agua	21.856	1.358	1.285	0	58,8	0
2015	500	Construcción	462.161	65.777	61.889	104	133,9	225
2015	611	Comercio al por mayor de productos alimentarios, bebidas y tabaco	117.192	8.753	8.252	24	70,4	204,8
2015	612	Comercio al por mayor de productos alimentarios, bebidas y tabaco	21.953	2.540	2.421	2	110,3	91,1
2015	613	Comercio al por mayor de textiles, prendas de vestir y cuero	20.609	988	926	0	44,9	0
2015	614	Comercio al por mayor de madera, papel y derivados	24.795	1.700	1.596	4	64,4	161,3
2015	615	Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos	91.605	5.163	4.820	9	52,6	98,2
2015	616	Comercio al por mayor de porcelana, loza, vidrio, y materiales para la construcción	17.712	1.712	1.604	5	90,6	282,3
2015	617	Comercio al por mayor de productos metálicos	14.163	1.400	1.323	2	93,4	141,2
2015	618	Comercio al por mayor de motores, máquinas y equipos (industriales, comerciales y domésticos)	71.864	3.806	3.489	3	48,5	41,7
2015	619	Comercio al por mayor de productos no clasificados en otra parte	49.739	3.804	3.564	7	71,7	140,7
2015	621	Comercio al por menor de productos alimentarios, bebidas y tabacos	93.148	7.171	6.809	10	73,1	107,4
2015	622	Comercio al por menor de productos alimentarios, bebidas y tabacos	14.162	673	639	1	45,1	70,6
2015	623	Comercio al por menor de textiles, prendas de vestir y cuero	86.509	2.993	2.814	1	32,5	11,6
2015	624	Comercio al por menor de artículos no clasificados en otra parte	482.413	33.453	31.294	26	64,9	53,9
2015	631	Expendio de comidas y bebidas en restaurantes, cafés y otros establecimientos con servicio de mesa y/o en mostrador	196.377	15.431	14.487	21	73,8	106,9
2015	632	Servicios de alojamiento, comida y hospedaje prestados en hoteles, casas de huéspedes, campamentos y otros lugares  de alojamiento	66.792	5.116	4.804	4	71,9	59,9
2015	711	Transporte terrestre	395.734	38.023	35.908	83	90,7	209,7
2015	712	Transporte por agua	22.869	1.973	1.798	5	78,6	218,6
2015	713	Transporte aéreo	19.763	1.332	1.206	0	61	0
2015	719	Servicios conexos con los de transportes	88.089	10.514	9.818	1	111,5	11,4
2015	720	Comunicaciones	113.756	7.697	7.170	8	63	70,3
2015	810	Establecimientos y servicios financieros	149.832	2.944	2.662	2	17,8	13,3
2015	820	Seguros	64.378	1.537	1.291	1	20,1	15,5
2015	831	Bienes inmuebles	98.559	5.686	5.324	13	54	131,9
2015	832	Servicios técnicos y profesionales excepto los sociales y comunales	617.700	37.757	34.805	55	56,3	89
2015	833	Alquiler y arrendamiento de maquinaria y equipo	8.405	663	618	0	73,5	0
2015	910	Administración pública y defensa	2.325.050	113.083	101.630	148	43,7	63,7
2015	920	Servicios de saneamiento y similares	132.321	22.406	20.377	6	154	45,3
2015	931	Instrucción y enseñanza	667.367	13.206	11.704	4	17,5	6
2015	932	Investigación y ciencias	35.472	859	762	0	21,5	0
2015	933	"Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria"	301.344	23.920	17.779	5	59	16,6
2015	934	Servicios de asistencia social	29.749	3.539	3.277	2	110,2	67,2
2015	935	Servicios de asociaciones comerciales, profesionales y laborales	195.694	10.991	8.210	2	42	10,2
2015	939	Servicios sociales y comunales conexos no clasificados en otra parte	74.968	3.886	3.524	3	47	40
2015	941	Servicios relacionados con películas cinematográficas, radio, televisión, obras y espectáculos teatrales y musicales, etc.	49.953	2.607	2.467	3	49,4	60,1
2015	942	Servicios culturales de bibliotecas, museos, etc.	3.407	298	283	0	83,1	0
2015	949	Servicios de diversión y esparcimiento no clasificados en otra parte	83.988	6.045	5.749	3	68,5	35,7
2015	951	Servicios de reparación de artículos personales y de los hogares	31.811	2.928	2.730	4	85,8	125,7
2015	952	Servicios de lavandería, establecimientos de limpieza y teñido	5.781	498	429	1	74,2	173
2015	953*	Servicios domésticos	8.825	673	595	0	67,4	0
2015	959	Servicios personales no clasificados en otra parte	72.360	5.277	4.950	5	68,4	69,1
2015	0	Sin clasificar	243	9	9	0	37	0
2015		Sin datos	0	10	9	0	-	-
2014	111	Producción agropecuaria	288.944	27.393	25.829	58	89,4	200,7
2014	112	Servicios agropecuarios	39.336	3.047	2.884	12	73,3	305,1
2014	113	Caza ordinaria y mediante trampas y repoblación de animales	78	1	1	0	12,8	            - 
2014	121	Silvicultura	7.656	750	714	4	93,3	522,5
2014	122	Extracción de madera	1.998	127	116	0	58,1	            - 
2014	130	Pesca	13.359	2.743	2.435	4	182,3	299,4
2014	210	Explotación de minas de carbón	3.046	437	426	1	139,9	328,3
2014	220	Producción de petróleo crudo y gas natural	28.305	2.073	1.934	1	68,3	35,3
2014	230	Extracción de minerales metálicos	21.058	1.636	1.493	2	70,9	95
2014	290	Extracción de otros minerales	11.552	1.251	1.175	4	101,7	346,3
2014	311	Fabricación de productos alimentarios excepto bebidas	262.454	29.918	27.366	31	104,3	118,1
2014	312	Fabricación de productos alimentarios excepto bebidas	34.123	3.906	3.657	5	107,2	146,5
2014	313	Industrias de bebidas	53.794	4.868	4.517	4	84	74,4
2014	314	Industria del tabaco	7.000	356	281	2	40,1	285,7
2014	321	Fabricación de textiles	62.953	6.559	6.036	8	95,9	127,1
2014	322	Fabricación de prendas de vestir excepto calzado	47.835	3.244	3.026	3	63,3	62,7
2014	323	Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir	11.678	1.741	1.593	1	136,4	85,6
2014	324	Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico	24.621	1.931	1.792	1	72,8	40,6
2014	331	Industria de la madera y productos de madera y de corcho excepto muebles	27.878	3.285	3.080	7	110,5	251,1
2014	332	Fabricación de muebles y accesorios excepto los que son  principalmente metálicos	16.395	2.029	1.915	2	116,8	122
2014	341	Fabricación de papel y productos de papel	31.762	4.137	3.682	1	115,9	31,5
2014	342	Imprentas, editoriales e industrias conexas	42.388	2.771	2.556	3	60,3	70,8
2014	351	Fabricación de sustancias químicas industriales	28.963	1.510	1.354	5	46,8	172,6
2014	352	Fabricación de productos químicos no clasificados en otra parte	87.751	6.789	6.095	5	69,5	57
2014	353	Refinerías de petróleo	9.178	391	342	1	37,3	109
2014	354	Fabricación de productos diversos derivados del petróleo y del carbón	458	50	47	0	102,6	            - 
2014	355	Fabricación de productos de caucho	15.730	2.128	1.967	0	125	            - 
2014	356	Fabricación de productos plásticos no clasificados en otra parte	49.179	6.455	6.014	6	122,3	122
2014	361	Fabricación de objetos de barro, loza y porcelana	4.429	829	717	0	161,9	            - 
2014	362	Fabricación de vidrio y productos de vidrio	6.846	1.100	985	0	143,9	            - 
2014	369	Fabricación de otros productos minerales no metálicos	31.843	4.445	4.112	7	129,1	219,8
2014	371	Industrias básicas de hierro y acero	29.592	3.455	2.877	8	97,2	270,3
2014	372	Industrias básicas de metales no férreos	8.797	1.177	1.055	1	119,9	113,7
2014	381	Fabricación de productos metálicos exceptuando maquinaria y equipo	101.871	14.875	13.603	12	133,5	117,8
2014	382	Construcción de maquinaria exceptuando la eléctrica	56.373	7.070	6.470	3	114,8	53,2
2014	383	Construcción de maquinaria, aparatos, accesorios y suministros eléctricos	53.225	6.239	4.913	4	92,3	75,2
2014	384	Construcción de material de transporte	101.106	14.173	12.082	10	119,5	98,9
2014	385	Fabricación de equipo profesional y científico, instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica	9.261	651	602	0	65	            - 
2014	390	Otras industrias manufactureras	19.984	2.057	1.872	2	93,7	100,1
2014	410	Electricidad, gas y vapor	59.413	3.411	3.168	13	53,3	218,8
2014	420	Obras hidráulicas y suministro de agua	21.106	1.428	1.323	2	62,7	94,8
2014	500	Construcción	431.158	61.458	57.595	105	133,6	243,5
2014	611	Comercio al por mayor de productos alimentarios, bebidas y tabaco	114.501	8.888	8.322	14	72,7	122,3
2014	612	Comercio al por mayor de productos alimentarios, bebidas y tabaco	21.610	2.702	2.570	2	118,9	92,5
2014	613	Comercio al por mayor de textiles, prendas de vestir y cuero	21.024	952	898	0	42,7	            - 
2014	614	Comercio al por mayor de madera, papel y derivados	24.150	1.794	1.687	3	69,9	124,2
2014	615	Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos	89.114	5.107	4.756	9	53,4	101
2014	616	Comercio al por mayor de porcelana, loza, vidrio, y materiales para la construcción	17.793	1.591	1.494	3	84	168,6
2014	617	Comercio al por mayor de productos metálicos	14.045	1.521	1.415	1	100,7	71,2
2014	618	Comercio al por mayor de motores, máquinas y equipos (industriales, comerciales y domésticos)	70.949	3.774	3.494	3	49,2	42,3
2014	619	Comercio al por mayor de productos no clasificados en otra parte	50.123	4.004	3.714	3	74,1	59,9
2014	621	Comercio al por menor de productos alimentarios, bebidas y tabacos	90.530	7.138	6.741	11	74,5	121,5
2014	622	Comercio al por menor de productos alimentarios, bebidas y tabacos	14.436	663	630	0	43,6	            - 
2014	623	Comercio al por menor de textiles, prendas de vestir y cuero	85.600	2.960	2.747	2	32,1	23,4
2014	624	Comercio al por menor de artículos no clasificados en otra parte	478.937	33.865	31.583	29	65,9	60,6
2014	631	Expendio de comidas y bebidas en restaurantes, cafés y otros establecimientos con servicio de mesa y/o en mostrador	190.792	15.336	14.290	20	74,9	104,8
2014	632	Servicios de alojamiento, comida y hospedaje prestados en hoteles, casas de huéspedes, campamentos y otros lugares  de alojamiento	64.319	5.173	4.817	3	74,9	46,6
2014	711	Transporte terrestre	389.323	39.990	37.289	90	95,8	231,2
2014	712	Transporte por agua	22.052	2.371	2.097	6	95,1	272,1
2014	713	Transporte aéreo	19.364	1.343	1.243	1	64,2	51,6
2014	719	Servicios conexos con los de transportes	79.925	10.038	8.550	9	107	112,6
2014	720	Comunicaciones	108.304	7.768	7.252	6	67	55,4
2014	810	Establecimientos y servicios financieros	147.285	3.043	2.717	5	18,4	33,9
2014	820	Seguros	63.756	1.676	1.409	0	22,1	            - 
2014	831	Bienes inmuebles	96.846	5.579	5.214	8	53,8	82,6
2014	832	Servicios técnicos y profesionales excepto los sociales y comunales	591.264	41.687	38.407	46	65	77,8
2014	833	Alquiler y arrendamiento de maquinaria y equipo	7.835	631	584	1	74,5	127,6
2014	910	Administración pública y defensa	2.261.049	107.035	95.284	120	42,1	53,1
2014	920	Servicios de saneamiento y similares	122.296	22.080	19.800	6	161,9	49,1
2014	931	Instrucción y enseñanza	642.009	12.697	11.194	4	17,4	6,2
2014	932	Investigación y ciencias	34.163	900	791	1	23,2	29,3
2014	933	"Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria"	292.753	23.730	17.407	5	59,5	17,1
2014	934	Servicios de asistencia social	29.930	3.750	3.417	2	114,2	66,8
2014	935	Servicios de asociaciones comerciales, profesionales y laborales	189.524	11.230	8.036	3	42,4	15,8
2014	939	Servicios sociales y comunales conexos no clasificados en otra parte	74.581	4.015	3.597	0	48,2	            - 
2014	941	Servicios relacionados con películas cinematográficas, radio, televisión, obras y espectáculos teatrales y musicales, etc.	48.583	2.561	2.390	4	49,2	82,3
2014	942	Servicios culturales de bibliotecas, museos, etc.	3.124	289	261	0	83,6	            - 
2014	949	Servicios de diversión y esparcimiento no clasificados en otra parte	82.635	6.202	5.853	6	70,8	72,6
2014	951	Servicios de reparación de artículos personales y de los hogares	31.870	3.206	2.980	5	93,5	156,9
2014	952	Servicios de lavandería, establecimientos de limpieza y teñido	5.882	467	428	0	72,8	            - 
2014	953	Servicios domésticos	66.949	2.579	2.364	3	35,3	44,8
2014	959	Servicios personales no clasificados en otra parte	79.797	6.705	6.276	4	78,6	50,1
2014	0	Sin clasificar	475	19	18	0	37,9	            - 
2014		Sin datos		1	1	0	 - 	 - 
2013	111	Producción agropecuaria	290.580	28.712	26.984	61	92,9	209,9
2013	112	Servicios agropecuarios	40.225	3.693	3.482	10	86,6	248,6
2013	113	Caza ordinaria y mediante trampas y repoblación de animales	77	2	2	0	26	-
2013	121	Silvicultura	7.932	796	747	2	94,2	252,2
2013	122	Extracción de madera	2.057	160	145	2	70,5	-
2013	130	Pesca	14.378	2.969	2.715	2	188,8	-
2013	210	Explotación de minas de carbón	2.729	476	452	0	165,6	-
2013	220	Producción de petróleo crudo y gas natural	26.013	1.602	1.501	2	57,7	76,9
2013	230	Extracción de minerales metálicos	18.198	1.288	1.155	3	63,5	164,8
2013	290	Extracción de otros minerales	11.897	1.376	1.246	7	104,7	588,4
2013	311	Fabricación de productos alimentarios excepto bebidas	262.890	31.132	28.482	35	108,3	133,1
2013	312	Fabricación de productos alimentarios excepto bebidas	33.586	3.762	3.523	5	104,9	148,9
2013	313	Industrias de bebidas	53.899	5.025	4.687	5	87	92,8
2013	314	Industria del tabaco	6.969	334	297	0	42,6	0
2013	321	Fabricación de textiles	65.160	6.899	6.326	8	97,1	122,8
2013	322	Fabricación de prendas de vestir excepto calzado	49.438	3.325	3.030	1	61,3	20,2
2013	323	Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir	12.181	1.814	1.697	2	139,3	-
2013	324	Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico	24.501	1.981	1.829	5	74,7	204,1
2013	331	Industria de la madera y productos de madera y de corcho excepto muebles	28.288	3.654	3.415	6	120,7	212,1
2013	332	Fabricación de muebles y accesorios excepto los que son  principalmente metálicos	17.139	2.156	2.029	1	118,4	58,3
2013	341	Fabricación de papel y productos de papel	32.362	4.226	3.827	5	118,3	154,5
2013	342	Imprentas, editoriales e industrias conexas	43.353	2.836	2.615	2	60,3	46,1
2013	351	Fabricación de sustancias químicas industriales	27.165	1.653	1.439	1	53	36,8
2013	352	Fabricación de productos químicos no clasificados en otra parte	87.969	6.988	6.427	7	73,1	79,6
2013	353	Refinerías de petróleo	9.056	401	337	0	37,2	0
2013	354	Fabricación de productos diversos derivados del petróleo y del carbón	575	61	54	0	93,9	-
2013	355	Fabricación de productos de caucho	15.737	2.045	1.890	1	120,1	63,5
2013	356	Fabricación de productos plásticos no clasificados en otra parte	49.644	6.805	6.401	4	128,9	80,6
2013	361	Fabricación de objetos de barro, loza y porcelana	4.294	725	635	0	147,9	-
2013	362	Fabricación de vidrio y productos de vidrio	6.923	1.207	1.097	1	158,5	144,4
2013	369	Fabricación de otros productos minerales no metálicos	30.818	4.314	3.907	5	126,8	162,2
2013	371	Industrias básicas de hierro y acero	29.319	3.569	2.903	5	99	170,5
2013	372	Industrias básicas de metales no férreos	8.711	1.145	1.045	0	120	-
2013	381	Fabricación de productos metálicos exceptuando maquinaria y equipo	105.405	15.948	14.631	14	138,8	132,8
2013	382	Construcción de maquinaria exceptuando la eléctrica	57.942	7.801	7.039	9	121,5	155,3
2013	383	Construcción de maquinaria, aparatos, accesorios y suministros eléctricos	55.542	5.773	5.072	4	91,3	72
2013	384	Construcción de material de transporte	104.346	16.141	14.046	4	134,6	38,3
2013	385	Fabricación de equipo profesional y científico, instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica	9.655	639	585	0	60,6	-
2013	390	Otras industrias manufactureras	20.713	2.270	2.090	3	100,9	144,8
2013	410	Electricidad, gas y vapor	56.476	3.191	2.915	14	51,6	247,9
2013	420	Obras hidráulicas y suministro de agua	20.160	1.394	1.278	3	63,4	148,8
2013	500	Construcción	435.475	62.780	58.819	119	135,1	273,3
2013	611	Comercio al por mayor de productos alimentarios, bebidas y tabaco	113.708	9.312	8.700	15	76,5	131,9
2013	612	Comercio al por mayor de productos alimentarios, bebidas y tabaco	21.715	3.084	2.953	6	136	276,3
2013	613	Comercio al por mayor de textiles, prendas de vestir y cuero	21.238	981	924	4	43,5	188,3
2013	614	Comercio al por mayor de madera, papel y derivados	24.368	1.832	1.715	1	70,4	41
2013	615	Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos	85.390	5.231	4.829	9	56,6	105,4
2013	616	Comercio al por mayor de porcelana, loza, vidrio, y materiales para la construcción	17.853	1.776	1.649	1	92,4	56
2013	617	Comercio al por mayor de productos metálicos	14.549	1.596	1.502	1	103,2	68,7
2013	618	Comercio al por mayor de motores, máquinas y equipos (industriales, comerciales y domésticos)	71.486	3.929	3.556	4	49,7	56
2013	619	Comercio al por mayor de productos no clasificados en otra parte	50.574	4.391	4.126	4	81,6	79,1
2013	621	Comercio al por menor de productos alimentarios, bebidas y tabacos	86.998	7.091	6.716	7	77,2	80,5
2013	622	Comercio al por menor de productos alimentarios, bebidas y tabacos	14.721	729	675	5	45,9	-
2013	623	Comercio al por menor de textiles, prendas de vestir y cuero	86.748	3.105	2.899	2	33,4	23,1
2013	624	Comercio al por menor de artículos no clasificados en otra parte	481.830	36.048	33.535	27	69,6	56
2013	631	Expendio de comidas y bebidas en restaurantes, cafés y otros establecimientos con servicio de mesa y/o en mostrador	187.227	15.485	14.525	10	77,6	53,4
2013	632	Servicios de alojamiento, comida y hospedaje prestados en hoteles, casas de huéspedes, campamentos y otros lugares  de alojamiento	63.151	5.026	4.647	3	73,6	47,5
2013	711	Transporte terrestre	389.655	41.061	38.449	108	98,7	277,2
2013	712	Transporte por agua	21.840	2.104	1.908	1	87,4	45,8
2013	713	Transporte aéreo	18.941	1.349	1.273	0	67,2	-
2013	719	Servicios conexos con los de transportes	77.283	10.174	9.193	8	119	103,5
2013	720	Comunicaciones	99.607	7.020	6.440	10	64,7	100,4
2013	810	Establecimientos y servicios financieros	146.436	2.909	2.574	3	17,6	20,5
2013	820	Seguros	63.599	1.670	1.405	2	22,1	-
2013	831	Bienes inmuebles	94.878	5.577	5.250	9	55,3	94,9
2013	832	Servicios técnicos y profesionales excepto los sociales y comunales	588.204	41.810	38.537	57	65,5	96,9
2013	833	Alquiler y arrendamiento de maquinaria y equipo	7.741	744	704	0	90,9	-
2013	910	Administración pública y defensa	2.112.109	103.665	92.321	119	43,7	56,3
2013	920	Servicios de saneamiento y similares	112.541	21.782	19.535	7	173,6	62,2
2013	931	Instrucción y enseñanza	627.401	12.585	11.063	10	17,6	15,9
2013	932	Investigación y ciencias	32.960	798	702	0	21,3	0
2013	933	"Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria"	282.438	22.592	16.643	7	58,9	24,8
2013	934	Servicios de asistencia social	29.732	3.704	3.389	2	114	-
2013	935	Servicios de asociaciones comerciales, profesionales y laborales	168.966	9.789	6.953	6	41,2	35,5
2013	939	Servicios sociales y comunales conexos no clasificados en otra parte	73.510	3.971	3.574	2	48,6	27,2
2013	941	Servicios relacionados con películas cinematográficas, radio, televisión, obras y espectáculos teatrales y musicales, etc.	48.384	2.647	2.439	4	50,4	82,7
2013	942	Servicios culturales de bibliotecas, museos, etc.	3.109	237	216	0	69,5	0
2013	949	Servicios de diversión y esparcimiento no clasificados en otra parte	83.762	6.377	5.883	8	70,2	95,5
2013	951	Servicios de reparación de artículos personales y de los hogares	32.241	3.427	3.186	4	98,8	124,1
2013	952	Servicios de lavandería, establecimientos de limpieza y teñido	6.159	565	517	0	83,9	-
2013	953	Servicios domésticos	32.599	5.885	5.497	5	168,6	153,4
2013	959	Servicios personales no clasificados en otra parte	93.902	9.691	9.188	9	97,8	95,8
2013	0	Sin clasificar	1.607	141	131	0	81,5	0
2013		Sin datos	0	5	3	0	-	-
2012	111	Producción agropecuaria	291.705	29.261	27.288	88	93,5	301,7
2012	112	Servicios agropecuarios	39.732	3.630	3.400	10	85,6	251,7
2012	113	Caza ordinaria y mediante trampas y repoblación de animales	82	2	2	-	24,4	-
2012	121	Silvicultura	8.166	909	839	4	102,7	489,9
2012	122	Extracción de madera	2.110	201	186	-	88,1	-
2012	130	Pesca	15.508	2.925	2.697	-	173,9	-
2012	210	Explotación de minas de carbón	2.304	299	291	-	126,3	-
2012	220	Producción de petróleo crudo y gas natural	26.409	1.345	1.255	1	47,5	37,9
2012	230	Extracción de minerales metálicos	16.784	1.141	1.038	3	61,8	178,7
2012	290	Extracción de otros minerales	12.002	1.276	1.144	14	95,3	1.166,50
2012	311	Fabricación de productos alimentarios excepto bebidas	260.764	31.602	28.107	42	107,8	161,1
2012	312	Fabricación de productos alimentarios excepto bebidas	32.643	3.529	3.228	5	98,9	153,2
2012	313	Industrias de bebidas	51.734	4.667	4.310	11	83,3	212,6
2012	314	Industria del tabaco	7.011	388	338	1	48,2	142,6
2012	321	Fabricación de textiles	65.394	7.143	6.582	5	100,7	76,5
2012	322	Fabricación de prendas de vestir excepto calzado	50.621	3.334	3.062	5	60,5	98,8
2012	323	Industria del cuero y productos de cuero y sucedáneos de cuero y pieles excepto calzado y otras prendas de vestir	12.503	1.698	1.597	-	127,7	-
2012	324	Fabricación de calzado excepto el de caucho vulcanizado o moldeado  o de plástico	24.532	1.796	1.673	4	68,2	163,1
2012	331	Industria de la madera y productos de madera y de corcho excepto muebles	30.165	4.006	3.647	8	120,9	265,2
2012	332	Fabricación de muebles y accesorios excepto los que son  principalmente metálicos	17.559	2.325	2.189	1	124,7	57
2012	341	Fabricación de papel y productos de papel	32.580	4.160	3.817	4	117,2	122,8
2012	342	Imprentas, editoriales e industrias conexas	44.705	2.711	2.521	1	56,4	22,4
2012	351	Fabricación de sustancias químicas industriales	19.499	1.486	1.349	3	69,2	153,9
2012	352	Fabricación de productos químicos no clasificados en otra parte	85.827	6.668	6.118	12	71,3	139,8
2012	353	Refinerías de petróleo	6.057	407	357	1	58,9	165,1
2012	354	Fabricación de productos diversos derivados del petróleo y del carbón	903	68	62	-	68,6	-
2012	355	Fabricación de productos de caucho	15.489	2.003	1.841	2	118,9	129,1
2012	356	Fabricación de productos plásticos no clasificados en otra parte	49.068	6.396	5.950	9	121,3	183,4
2012	361	Fabricación de objetos de barro, loza y porcelana	3.679	581	529	-	143,8	-
2012	362	Fabricación de vidrio y productos de vidrio	6.837	1.484	1.363	1	199,4	146,3
2012	369	Fabricación de otros productos minerales no metálicos	30.823	4.112	3.772	2	122,4	64,9
2012	371	Industrias básicas de hierro y acero	30.409	3.584	2.962	3	97,4	98,7
2012	372	Industrias básicas de metales no férreos	8.847	1.116	1.007	-	113,8	-
2012	381	Fabricación de productos metálicos exceptuando maquinaria y equipo	100.529	15.797	14.525	20	144,5	198,9
2012	382	Construcción de maquinaria exceptuando la eléctrica	57.985	8.217	7.491	6	129,2	103,5
2012	383	Construcción de maquinaria, aparatos, accesorios y suministros eléctricos	53.935	5.786	5.197	5	96,4	92,7
2012	384	Construcción de material de transporte	104.878	15.110	13.381	11	127,6	104,9
2012	385	Fabricación de equipo profesional y científico, instrumentos de  medida y de control no clasificados en otra parte y aparatos  fotográficos e instrumentos de óptica	9.712	634	579	-	59,6	-
2012	390	Otras industrias manufactureras	21.651	2.224	2.065	2	95,4	92,4
2012	410	Electricidad, gas y vapor	54.023	2.940	2.725	17	50,4	314,7
2012	420	Obras hidráulicas y suministro de agua	19.782	1.350	1.250	6	63,2	303,3
2012	500	Construcción	444.958	64.928	60.432	151	135,8	339,4
2012	611	Comercio al por mayor de productos alimentarios, bebidas y tabaco	111.606	8.979	8.367	23	75	206,1
2012	612	Comercio al por mayor de productos alimentarios, bebidas y tabaco	21.955	2.848	2.707	1	123,3	45,5
2012	613	Comercio al por mayor de textiles, prendas de vestir y cuero	22.094	1.020	959	2	43,4	90,5
2012	614	Comercio al por mayor de madera, papel y derivados	24.905	1.931	1.822	2	73,2	80,3
2012	615	Comercio al por mayor de sustancias químicas industriales y materias primas para la  elaboración de plásticos	79.974	5.160	4.747	4	59,4	50
2012	616	Comercio al por mayor de porcelana, loza, vidrio, y materiales para la construcción	17.869	1.899	1.788	3	100,1	167,9
2012	617	Comercio al por mayor de productos metálicos	14.624	1.635	1.530	3	104,6	205,1
2012	618	Comercio al por mayor de motores, máquinas y equipos (industriales, comerciales y domésticos)	72.281	3.629	3.340	5	46,2	69,2
2012	619	Comercio al por mayor de productos no clasificados en otra parte	50.792	4.280	4.026	8	79,3	157,5
2012	621	Comercio al por menor de productos alimentarios, bebidas y tabacos	91.212	7.606	7.213	5	79,1	54,8
2012	622	Comercio al por menor de productos alimentarios, bebidas y tabacos	18.295	966	892	-	48,8	-
2012	623	Comercio al por menor de textiles, prendas de vestir y cuero	87.477	3.059	2.858	3	32,7	34,3
2012	624	Comercio al por menor de artículos no clasificados en otra parte	472.356	34.597	32.375	38	68,5	80,4
2012	631	Expendio de comidas y bebidas en restaurantes, cafés y otros establecimientos con servicio de mesa y/o en mostrador	182.498	15.379	14.181	14	77,7	76,7
2012	632	Servicios de alojamiento, comida y hospedaje prestados en hoteles, casas de huéspedes, campamentos y otros lugares  de alojamiento	63.522	4.907	4.554	2	71,7	31,5
2012	711	Transporte terrestre	396.213	42.497	39.791	127	100,4	320,5
2012	712	Transporte por agua	21.708	2.028	1.850	3	85,2	138,2
2012	713	Transporte aéreo	18.969	1.132	1.051	-	55,4	-
2012	719	Servicios conexos con los de transportes	67.816	7.367	6.990	7	103,1	103,2
2012	720	Comunicaciones	92.735	6.105	5.653	5	61	53,9
2012	810	Establecimientos y servicios financieros	147.822	2.974	2.638	4	17,8	27,1
2012	820	Seguros	61.278	1.792	1.494	-	24,4	-
2012	831	Bienes inmuebles	91.509	5.422	5.085	4	55,6	43,7
2012	832	Servicios técnicos y profesionales excepto los sociales y comunales	601.662	43.222	39.836	76	66,2	126,3
2012	833	Alquiler y arrendamiento de maquinaria y equipo	7.938	711	656	-	82,6	-
2012	910	Administración pública y defensa	2.019.664	96.558	86.225	117	42,7	57,9
2012	920	Servicios de saneamiento y similares	110.555	20.692	18.684	10	169	90,5
2012	931	Instrucción y enseñanza	614.123	12.053	10.604	8	17,3	13
2012	932	Investigación y ciencias	34.275	811	731	2	21,3	58,4
2012	933	"Servicios médicos y odontológicos; otros servicios de sanidad y veterinaria"	271.199	21.753	15.997	9	59	33,2
2012	934	Servicios de asistencia social	27.674	3.439	3.121	-	112,8	-
2012	935	Servicios de asociaciones comerciales, profesionales y laborales	192.840	8.629	6.060	7	31,4	36,3
2012	939	Servicios sociales y comunales conexos no clasificados en otra parte	76.602	3.779	3.404	5	44,4	65,3
2012	941	Servicios relacionados con películas cinematográficas, radio, televisión, obras y espectáculos teatrales y musicales, etc.	49.933	2.584	2.397	1	48	20
2012	942	Servicios culturales de bibliotecas, museos, etc.	3.127	190	176	1	56,3	319,8
2012	949	Servicios de diversión y esparcimiento no clasificados en otra parte	80.514	5.973	5.555	5	69	62,1
2012	951	Servicios de reparación de artículos personales y de los hogares	32.124	3.468	3.213	2	100	62,3
